1bcf54b2eb5f72763079a4851e9afd0a65c1b5a8ce5bf8e045b8bfd5,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0030303030303030303,0.0030303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d612b761cd70b6d38922643ac28a2dcafd9aa4205bc957f4c7a62b84,0.0,0.0,0.0,0.0,0.0,0.0030303030303030303,0.0,0.0030303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b5dd5bdeaae05d19e877e8afbb01c619b50cc09cbe505d94d3143c39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4812d5048dfce2148bdf8ddb2b8d257a84f2e533f37314272e7d7c5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2e5826b837adff03223e61f561a7757f0661bea0c66b49b0f00cbf2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306bc2ed6b3111b0e510a8f61e8ad4a8adc67a97d7a727e78a4f404e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd3fa1ae3ef5853f3007621e0e6d2ea556924ea8f4722abb64b1e40,0.0,0.0,0.0,0.0,0.0,0.10303030303030303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31515cdcb6523a23a28d59f33f25876121008cff6e590bd0524f7d5f,0.0,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a9c3ea24e8d0fea7f8296a91cee8d2150ebff3108efe9f1d092a83ec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8bc268e0376510d29c5f06269ba650d18ea9d306ccfacfc8131558c,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
