S.No. ,Email,Curriculum Progress,Quiz Score, Bonus Points, Total Score, % Score, badge,3123,3126,3136,3137,3138,3140,3141,3142,3143,3144
149,ab2de40e873039d091a78226af6164aa0b1c9be8bf593d709cab157c,10 out of 10 Course Completed,740 out of 1000,0,740,74.00%,,80,60,70,80,60,75,80,65,85,85
150,7915afc8396ebdecd285a3d727e2e12764f87ad4363ec3fd2fb3dc61,10 out of 10 Course Completed,890 out of 1000,10,900,90.00%,platinum,90,90,80,100,75,100,85,100,80,90
151,9467709ef394ef37d0214b97edffbf5c45786da93e10cefa7dafe58e,10 out of 10 Course Completed,875 out of 1000,30,905,90.50%,platinum,75,80,90,75,95,95,100,85,90,90
152,fb6f1b165c09947b816e81484d10ee8c07b497b8762ae23b6f00c06a,10 out of 10 Course Completed,830 out of 1000,10,840,84.00%,gold,80,85,90,90,65,80,85,95,75,85
153,363d89528d715bb15cfb9b0e5da26faa7a3385ae8b7407b2abb1c602,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
154,811d38e66f7d572a1c1c3b87750ca0211abf5c746fed2d6f9ad463e9,10 out of 10 Course Completed,820 out of 1000,15,835,83.50%,,60,70,90,65,75,100,85,95,95,85
155,da798df5d8da49d72b6443937b91c15f9420ec54950e1ea7c44ca65f,4 out of 10 Course Completed,250 out of 400,5,255,63.75%,,85,na,0,na,na,90,na,na,75,na
156,5c71fd02ed9aa23fd59a7d5dc78cea5da02794df094383c17251a099,10 out of 10 Course Completed,900 out of 1000,25,925,92.50%,,85,85,90,95,90,95,90,90,85,95
157,cdf5210fd8dbf996365686381bb3918b7f990089092f8cb72a29a363,10 out of 10 Course Completed,915 out of 1000,45,960,96.00%,platinum,90,90,90,100,90,90,90,95,85,95
158,1c25af363d964eeca596fd29e2ddae11dc80b60e69964656659e7da8,10 out of 10 Course Completed,860 out of 1000,5,865,86.50%,gold,85,90,65,90,95,95,75,85,95,85
159,84cfb2f657a93377c34a3d7bf6c35eba232285428681d2eba4565ad7,9 out of 10 Course Completed,730 out of 900,0,730,81.11%,,70,80,na,90,75,85,80,85,75,90
160,fe066e8aac1354e07651893a19155b984f3df43ca7b917fa686a719a,10 out of 10 Course Completed,835 out of 1000,0,835,83.50%,,75,90,80,95,60,85,100,80,95,75
161,687f46d5f15219f5945787b78d841a35968478d461f56ce72b6a58dc,10 out of 10 Course Completed,805 out of 1000,15,820,82.00%,,65,70,70,85,70,90,85,90,95,85
162,f79baadd9710d75569a4ded9537037b0bd672080e0cd6785b705ec61,10 out of 10 Course Completed,895 out of 1000,30,925,92.50%,platinum,80,95,90,85,85,100,90,90,85,95
163,e9b4c1c954696eb91a608dc67c2a81e781047cf310250c369dcf9726,10 out of 10 Course Completed,590 out of 1000,0,590,59.00%,,55,70,80,15,50,65,75,65,65,50
164,b23b1bc33815d037ef515cbe8cf8338fb3004249709a6c933e6e9983,10 out of 10 Course Completed,950 out of 1000,40,990,99.00%,platinum,90,95,85,100,95,100,100,100,95,90
165,a39c73d1eca1d3be98abb15c11c90a7f7526676bf9c01e7afe28fb3e,1 out of 10 Course Completed,60 out of 100,0,60,60.00%,,na,na,na,na,60,na,na,na,na,na
166,9b0d261b810a6de575fbfd92319c04a49e871db363eefc56deed29d3,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
167,811291cc63bc9e4aa4f0134f91affa014bd2a8b110c39785c403a5b1,10 out of 10 Course Completed,850 out of 1000,20,870,87.00%,gold,90,60,90,75,80,95,85,100,90,85
168,ebd90e98e9d2c920a6738055d2a38c9f412d269d97314d54424f59b3,10 out of 10 Course Completed,900 out of 1000,35,935,93.50%,platinum,80,95,95,95,85,90,90,85,90,95
169,c79cbfb3939509ba6d16b479ce692b55b1a8095414ed80fe012196e0,10 out of 10 Course Completed,705 out of 1000,0,705,70.50%,,70,50,70,70,55,85,75,80,65,85
170,7573559fc27ead73b5ad136ad3cf34469903dbf82aeb206e027f1118,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
171,8aad94f2de56c2862b6dfaf8c3cf28c4c6815fbb5a4c02d8ca65d5f8,10 out of 10 Course Completed,905 out of 1000,0,905,90.50%,platinum,90,90,90,90,75,95,85,100,90,100
172,7b43dd461bbb606415fb85542ea7c8c96e022bd26e5330aa484bf6ed,10 out of 10 Course Completed,880 out of 1000,25,905,90.50%,platinum,70,90,100,80,75,95,95,95,90,90
173,d3f4790c8ebf754a670d6b9e9324f04b47d350cd6e33b09f90a26584,10 out of 10 Course Completed,905 out of 1000,20,925,92.50%,,90,95,90,85,90,100,85,90,95,85
174,e6f01085250b7b5e73021116dc6a8b307e6eab598533f14ecb8bd47a,10 out of 10 Course Completed,790 out of 1000,15,805,80.50%,gold,50,80,50,95,75,100,85,95,85,75
175,35a9a3faee85a6ef841306720c3d16d3afd4068a454b70eda966fb8e,10 out of 10 Course Completed,795 out of 1000,10,805,80.50%,gold,65,85,80,90,80,80,80,65,75,95
176,72d78816fd65f89accc46b30549c55eb6fd51ce9d127415b844e0c93,10 out of 10 Course Completed,860 out of 1000,15,875,87.50%,,90,75,75,80,80,95,95,95,85,90
177,a7b66055913418fb550acc343dfb10b4453fe9734e1853100691619a,10 out of 10 Course Completed,935 out of 1000,0,935,93.50%,platinum,90,90,95,100,95,90,95,95,95,90
178,4900d87b303d5b46ca47ca4b4db97a74fc76d1bc0296c2572867020c,10 out of 10 Course Completed,865 out of 1000,15,880,88.00%,,70,85,85,95,80,100,80,90,95,85
179,aaa3df73d029f49306f6296e178eea852318c8c44ca99acb900e0c03,10 out of 10 Course Completed,920 out of 1000,0,920,92.00%,,75,90,95,95,90,100,95,95,95,90
180,8a9fac52cb9797b8e3b10f65cdba22b68c61522d6da7ba30af7c1531,10 out of 10 Course Completed,785 out of 1000,0,785,78.50%,gold,75,75,55,90,70,95,80,80,80,85
181,31084cab338ca6034b897b81f7262e83c6825205445f0a647f3440dc,10 out of 10 Course Completed,855 out of 1000,0,855,85.50%,gold,75,85,85,85,85,90,95,90,90,75
182,669ebeb33b523a4b060de4830aa527761d1eff65fa579f9fde43c095,10 out of 10 Course Completed,815 out of 1000,25,840,84.00%,,80,100,0,95,85,90,95,95,80,95
183,f91429c4706f4b8fe8cf767152cd1bc74061f7226b2ddfc4289bc4b6,10 out of 10 Course Completed,740 out of 1000,0,740,74.00%,silver,70,80,65,70,80,80,75,65,80,75
184,5c672058eec0c5f09c179659aa38d175d24976a74ab65ea9a6173e57,10 out of 10 Course Completed,905 out of 1000,25,930,93.00%,platinum,75,100,85,100,85,100,90,90,95,85
185,9ecc743448542e8f01508fe80815f7cf483e7e9883e6f6db5aa166bf,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
186,a099040888c5071663bfdc6312c868fc9a797c479e2c7999fe8ebf2a,10 out of 10 Course Completed,865 out of 1000,0,865,86.50%,gold,65,100,90,95,75,95,75,100,85,85
187,a66035042b8a01dba29e16e65813a477faf988f45c3cac8d5c729846,10 out of 10 Course Completed,745 out of 1000,0,745,74.50%,silver,95,70,55,60,75,85,75,60,95,75
188,743014d241085a95b25dfaf9662639fbd7ed4a7730903f78ca13aed9,10 out of 10 Course Completed,805 out of 1000,15,820,82.00%,gold,55,85,65,85,70,90,85,100,90,80
189,d612b761cd70b6d38922643ac28a2dcafd9aa4205bc957f4c7a62b84,10 out of 10 Course Completed,805 out of 1000,0,805,80.50%,gold,80,75,75,80,60,95,90,95,85,70
190,8ede90ef43c2808fa0a76d764bd9589079069ea20bd734211b2a2043,10 out of 10 Course Completed,855 out of 1000,0,855,85.50%,gold,75,80,85,85,75,95,95,85,90,90
191,722225dee6ebc9a31e886063ce24be14e5b90db6a69c74a9a51d09a4,10 out of 10 Course Completed,920 out of 1000,10,930,93.00%,platinum,90,95,85,95,85,90,95,95,95,95
192,5b8b29bf5d134f271d6b47dac588908be598287a973c87d727451d19,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
193,85a43919375c4cd5eb876d012a202ece0df171927783259910fff706,10 out of 10 Course Completed,905 out of 1000,0,905,90.50%,platinum,85,95,90,90,90,90,90,95,95,85
194,b9f5888895e5a373e8ab3faa10711e8d7ae11e6fc4e4bc6a9df63c9c,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
195,4e570046c9524a6b6092ef59e6937ceb8624d1521702a01452e037e0,10 out of 10 Course Completed,730 out of 1000,10,740,74.00%,,60,65,80,60,85,95,90,55,65,75
196,bcaca3ba25616dfd6cd2e124c46d7bed47d69c2d612c427bf04d2633,10 out of 10 Course Completed,890 out of 1000,20,910,91.00%,platinum,80,90,85,100,70,100,95,95,95,80
197,d3d7b2989610d8b2a4417c63a369d1eaa3bec61c1629ab63c2782142,10 out of 10 Course Completed,900 out of 1000,0,900,90.00%,platinum,75,90,85,100,85,100,85,100,95,85
198,341e7cb7da96a61654cc73ea037fc05a8038af3ee902ea09b378c0ee,10 out of 10 Course Completed,855 out of 1000,10,865,86.50%,,85,80,95,95,65,90,80,100,85,80
199,406e724c1b732468962fbeb98bfd8e6425e758b7e99ae0780ba504b4,10 out of 10 Course Completed,870 out of 1000,20,890,89.00%,gold,75,85,85,95,95,95,80,95,80,85
200,f1ec27f518c04c4c958433cfd981f3e6553ca787e8a546ecc5273ffc,10 out of 10 Course Completed,930 out of 1000,45,975,97.50%,platinum,85,90,90,90,90,95,100,100,95,95
201,cdf61f38c79f5a5ad7cecb58c9fe272dcc7be1c4683495e060a856b7,4 out of 10 Course Completed,330 out of 400,10,340,85.00%,,na,na,na,na,65,100,na,na,75,90
202,206aa689bd8077b80ad169b91d1bfb32cec1f3ab43ca3eeedf65a35d,9 out of 10 Course Completed,835 out of 900,35,870,96.67%,,na,95,90,90,80,95,100,95,95,95
203,888503daf0da82094595c8163846d55675767d26178917ceb71b2bcb,10 out of 10 Course Completed,815 out of 1000,0,815,81.50%,,80,80,95,70,60,85,85,95,85,80
204,b8178da50dca640842cc575740d59d8e08bf3d90a7d7b0b774dd74e8,10 out of 10 Course Completed,910 out of 1000,0,910,91.00%,platinum,80,95,85,95,85,100,90,95,95,90
205,e3dca67cfbb2a06133bf8694e964144a83d979647c389f3c3ec900b8,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
206,429c2b01f157033fb6953996a7a681a25d4e1d72ff0631df919c82ce,10 out of 10 Course Completed,770 out of 1000,5,775,77.50%,,50,70,75,65,75,90,100,90,85,70
207,fa036dd9080008e40b873392675e062711ab2ea1939f81ff193db521,10 out of 10 Course Completed,935 out of 1000,35,970,97.00%,,80,90,95,90,95,100,90,100,95,100
208,2d9fafd6f92e483890305a6dcb22d256b1ac3f00075fe4b7fa3756ec,10 out of 10 Course Completed,750 out of 900,15,765,85.00%,,90,70,75,85,85,90,95,80,85,75
209,d2a03c1d1a53027c441a2f09c165c0f54233402d31c3ccd7a9bbf6b4,10 out of 10 Course Completed,825 out of 1000,20,845,84.50%,gold,75,90,90,85,60,85,90,90,80,80
210,d4ee81da3f038fb6b9f7cafaa590ddd5a898d3cd6a1e446a57518074,10 out of 10 Course Completed,700 out of 1000,0,700,70.00%,silver,60,45,85,70,50,70,65,85,85,85
211,c3c01f1ee0e81a0a9fbc08ae82da8feb976f9a78c9684966036f243d,10 out of 10 Course Completed,845 out of 1000,0,845,84.50%,gold,80,85,80,80,70,95,80,95,85,95
212,f8386fa37e9d41f6989e5bc4191ad472fbe20d459b3b18dfb9ecb11a,10 out of 10 Course Completed,895 out of 1000,10,905,90.50%,platinum,60,90,95,100,90,95,85,95,95,90
213,cd8b7f0898416f5abd9b33b4046b9bf669e30f76aabfc6c40d421bdd,10 out of 10 Course Completed,920 out of 1000,40,960,96.00%,platinum,80,95,95,95,90,95,90,100,95,85
214,1d98b66a09bf1116d21cc4f810eb46c36aa701ed112e40dfbbad443b,10 out of 10 Course Completed,910 out of 1000,15,925,92.50%,platinum,75,100,90,85,95,100,100,95,75,95
215,f56bf778a02ef14c5febe249f6745eedd94902773f58e5c807dac0cb,10 out of 10 Course Completed,780 out of 1000,0,780,78.00%,,75,85,70,80,80,85,85,80,75,65
216,1b7af77412828996836e267cb37ca5ace498b58ee620b5ce62ad2f94,10 out of 10 Course Completed,750 out of 1000,0,750,75.00%,,60,75,80,80,95,45,95,75,75,70
217,81de7848b2be0b5d50126a8c848235f69381abd0b5ac461f5e331664,10 out of 10 Course Completed,855 out of 1000,10,865,86.50%,,65,95,90,85,65,95,85,95,85,95
218,5cd3fa1ae3ef5853f3007621e0e6d2ea556924ea8f4722abb64b1e40,10 out of 10 Course Completed,940 out of 1000,15,955,95.50%,platinum,90,100,90,95,95,95,95,90,90,100
219,47808fe9e0c0846d8c0bef971baac4703e987904d394d7db11cfc39d,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
220,33f2684cb027a3f922097e5562d50eac1f101b1f66ef77647a63ac48,10 out of 10 Course Completed,860 out of 1000,0,860,86.00%,gold,65,95,95,85,75,85,95,100,75,90
221,fee4850ee336e6e09da99f4fa60dce5b2fc15ccd344ed68a7ce94b94,10 out of 10 Course Completed,925 out of 1000,0,925,92.50%,platinum,90,85,95,85,85,100,100,95,95,95
222,03b3e4e39a0923d13da265a400c07752a2418309fbe1fac17e336124,10 out of 10 Course Completed,930 out of 1000,0,930,93.00%,platinum,85,95,100,95,80,100,100,95,90,90
223,afe8120bbca3b5778b6ea569a470ff9d4c30751e5af8a39ee496a8e2,10 out of 10 Course Completed,840 out of 1000,0,840,84.00%,gold,75,90,85,85,80,85,85,95,90,70
224,d278c893863995bc117c8383135753970f55798b2eb129f24e1a9fac,10 out of 10 Course Completed,910 out of 1000,5,915,91.50%,platinum,90,95,85,90,75,100,100,95,95,85
225,e5df3627ae5a867203664eaaa0383bc930bac97477ffa8b06e607507,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
226,b894600c562b50af7bcf8fb1f5ded5199682533510e6028dc2e97f39,10 out of 10 Course Completed,825 out of 1000,15,840,84.00%,,75,80,90,80,85,95,85,90,65,80
227,b692d23bfb42cd81e9d7673bf9cb27a0c788009eefc5b0a581b37b83,10 out of 10 Course Completed,865 out of 1000,25,890,89.00%,gold,90,90,85,85,70,95,100,95,70,85
228,6288162edabd1e5ea8ec064bf24d0b44c24abddeed8b198c5cd2bd69,10 out of 10 Course Completed,840 out of 1000,0,840,84.00%,gold,75,85,95,80,80,90,90,85,80,80
229,807a9e4a44ecbc4a0bd6b08de8c30e8d06b3956576ff4b8abe3b92bd,10 out of 10 Course Completed,650 out of 1000,0,650,65.00%,silver,75,55,60,55,80,55,65,65,70,70
230,231252d4d44a322f806c431aae01008e6cc589168365afc593a590cf,10 out of 10 Course Completed,740 out of 1000,0,740,74.00%,silver,55,70,80,55,75,85,85,80,80,75
231,006306a98c9165684d40ed16bae8c273ebdfb3c52fb40f5e92a5062e,10 out of 10 Course Completed,535 out of 1000,0,535,53.50%,,60,60,40,60,70,65,40,55,40,45
232,cc842dd0ffc797c035b57c05a17e7ef00f59cef195b0b819f2c31dbe,10 out of 10 Course Completed,890 out of 1000,30,920,92.00%,platinum,75,75,90,90,80,95,95,100,95,95
233,da88fc8ec4e3884bd1a06873c3d168f3b5d245cfaa80f7f6f723c837,10 out of 10 Course Completed,915 out of 1000,0,915,91.50%,platinum,85,85,95,100,95,90,95,95,90,85
234,0e2e1ab648b5dcfbe2590e1586827a6b5bd933c9eaaa42a097dbed8a,10 out of 10 Course Completed,895 out of 1000,20,915,91.50%,platinum,85,90,100,90,60,100,90,95,95,90
235,f55e76707f18a085b0fece7d4dbc65cd85542183dc0e1c3ccb2148df,10 out of 10 Course Completed,775 out of 1000,0,775,77.50%,,65,85,65,85,65,85,85,100,60,80
236,55f6e5a8fa9925599316cb9e6d13fbfff0c19b5c3d67118ace70fb21,10 out of 10 Course Completed,915 out of 1000,40,955,95.50%,platinum,75,100,90,90,85,100,95,100,90,90
237,55718700c4ad3198167d1df1ebe706815c89a2d04411f54c368df366,10 out of 10 Course Completed,790 out of 1000,10,800,80.00%,gold,70,90,60,90,80,100,90,80,75,55
238,a87aab741d2023f85999940acd0118dc8fe20a1ed909d93262df8b31,10 out of 10 Course Completed,895 out of 1000,10,905,90.50%,platinum,75,95,85,100,75,95,95,95,95,85
239,319e185836aa27b5835bd15f3e172c1428a9b2e4c0e87bbe6bcb8663,10 out of 10 Course Completed,825 out of 1000,15,840,84.00%,,90,90,80,80,75,90,80,85,70,85
240,0335847be86342f36c82dd532cf2be22a5d8cc121cd9ec2b5a2767e0,10 out of 10 Course Completed,940 out of 1000,5,945,94.50%,platinum,80,100,100,90,90,100,90,95,95,100
241,f18a90284b55e08df6ff1c979455e3505dc5d956fc0dd207de2cd392,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
242,20f8b458800513253d5ad51f74bc41cb1cbc32559f8a2eb0625e3dc4,10 out of 10 Course Completed,930 out of 1000,30,960,96.00%,platinum,85,95,90,100,85,100,100,100,90,85
243,bacf3e921d05a59840d0f4cf62972f922e00673c13afb6328f54c629,10 out of 10 Course Completed,810 out of 1000,10,820,82.00%,gold,70,80,70,95,75,95,85,80,65,95
244,adfeb851b6a59b042cea35f3cf3a7d20e9362e759a31ccf94a16f85a,10 out of 10 Course Completed,930 out of 1000,40,970,97.00%,platinum,85,90,90,95,90,100,95,95,95,95
245,99e80961f18e22b388a33de097eabc59189c6b0255e566d0a4c11d9f,6 out of 10 Course Completed,410 out of 600,0,410,68.33%,,70,85,na,na,60,na,na,75,55,65
246,eba262b938254cff21e1bb7e7fee55d6d55794a084dd4d140d142b10,10 out of 10 Course Completed,855 out of 1000,0,855,85.50%,gold,80,85,70,90,85,90,95,85,90,85
247,6a02d9697cc84c013c5b40d791f273c5950ce3a95787969cf28b9cec,10 out of 10 Course Completed,870 out of 1000,15,885,88.50%,gold,80,85,100,70,90,95,90,90,80,90
248,0b562b57502e4a23bdb52d95f576e6341a96d739ac80a613e074752b,10 out of 10 Course Completed,895 out of 1000,25,920,92.00%,platinum,80,85,95,85,90,90,100,100,80,90
249,ce74f8707427efa49f32aed3524e86af969203df3a9b526e8b7f6424,10 out of 10 Course Completed,830 out of 1000,10,840,84.00%,gold,75,80,80,90,75,85,80,95,90,80
250,9721343d64760eb37ed99261990e2362b5a60aa7fd7337b846a545ec,10 out of 10 Course Completed,800 out of 1000,15,815,81.50%,gold,80,95,55,50,80,85,80,100,95,80
251,083941a11f644d639eadde4ef181dfa62c190c917ea08f8f14bb0c90,10 out of 10 Course Completed,835 out of 1000,0,835,83.50%,,60,85,95,95,70,100,70,85,80,95
252,ac21ffac318f532fa300652d4de4c271a5723237a889454b93a57a9d,8 out of 10 Course Completed,595 out of 800,5,600,75.00%,,60,na,75,65,70,90,85,na,80,70
253,2c3bb17a16ab0defce8cecec0ba055dc1bdd5ef72e7464b01dac52f5,10 out of 10 Course Completed,905 out of 1000,40,945,94.50%,platinum,95,100,90,90,65,100,95,100,70,100
254,bb4df41d8949c7bc08fa987ed8a7bb29d865fee7efb930d5d8dd465e,10 out of 10 Course Completed,885 out of 1000,30,915,91.50%,platinum,90,90,80,90,75,100,100,90,90,80
255,08229f2c5792cbe51f58020b8661cb49a58a6cfdf4c3c89000d52512,10 out of 10 Course Completed,930 out of 1000,40,970,97.00%,platinum,90,95,100,95,80,95,95,100,90,90
256,0fe3b1f3347f62e12c38020f77cdd1cc57313d6068deacdae56a48a1,10 out of 10 Course Completed,860 out of 1000,20,880,88.00%,,85,95,85,95,85,90,90,85,70,80
257,b5a08726ad7d6c435cccd27874a8c4eada07e273b8b66fbd1f211a65,10 out of 10 Course Completed,905 out of 1000,0,905,90.50%,platinum,60,95,80,95,100,100,95,95,90,95
258,a7c722924923b9d18bc09137bff1b1f83092b8932dd2e0ed0a61182c,10 out of 10 Course Completed,765 out of 1000,0,765,76.50%,gold,65,70,80,90,70,95,80,95,60,60
259,6489d3db1d3a99cf0a9ef9f4c919e2b1ecbc65c0ef82ade2084c553e,10 out of 10 Course Completed,900 out of 1000,15,915,91.50%,platinum,90,100,85,100,70,95,100,100,75,85
260,7f92bf95a9f84ca3a9681049e32eb82b499dd9354db23583fdf79149,10 out of 10 Course Completed,940 out of 1000,35,975,97.50%,platinum,80,95,95,95,100,100,95,90,95,95
261,20653d57b9101077638f0b4fe709ea0871292bc76b7a9ddcfb3960c2,10 out of 10 Course Completed,925 out of 1000,0,925,92.50%,platinum,80,95,95,100,85,95,95,95,95,90
262,ccf16d497295301261d8a017a29063e7fa9934737a2882bdf31f1423,10 out of 10 Course Completed,900 out of 1000,30,930,93.00%,platinum,70,90,100,95,75,100,90,95,95,90
263,ce63c0c2c82c2cb567e28f36bd5bd9c6a7e5a934598e5aadee9c6dcd,10 out of 10 Course Completed,815 out of 1000,15,830,83.00%,,80,60,90,80,90,55,95,95,80,90
264,47a3e15ce4f1927b66a0420fc72b09f79da4127326d0c8d46466361f,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
265,c25c9ae7175e2f60f6f463b956776268e2034e57124e69d00864310e,10 out of 10 Course Completed,850 out of 1000,25,875,87.50%,gold,75,70,95,85,75,95,90,90,85,90
266,1f95d8fff37227a5ef9dd9dc832b2ec174c195007d1d940761066210,10 out of 10 Course Completed,815 out of 1000,0,815,81.50%,gold,85,75,60,90,85,90,75,90,80,85
267,11883a71321260c993043ad43902ead83752bcbb8a6ee7495599619e,10 out of 10 Course Completed,810 out of 1000,10,820,82.00%,,75,85,70,90,80,90,85,85,75,75
268,c5f5a9e5f6e6d09ea70a6fefc6c630d2040625ccb21f86b1f5af0fdf,10 out of 10 Course Completed,950 out of 1000,15,965,96.50%,platinum,100,95,95,95,80,100,100,95,95,95
269,1c1ca67d35d4f8f7802e2ede9095fe687115512f69558669c52b1fb8,10 out of 10 Course Completed,930 out of 1000,0,930,93.00%,platinum,85,90,95,90,95,95,100,95,95,90
270,21df45d55f0a41f167008453063c6d32938071ad4f2259549f2e5e7e,10 out of 10 Course Completed,925 out of 1000,40,965,96.50%,platinum,90,95,100,85,80,100,100,95,90,90
271,14d2d7043d4e901de24b0821f7edeca30d3c9a2382fc21b2343eb1b6,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
272,06c917b82ea4ef80684c2a9be3c910d31640ced9af3ae376d72a8210,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
273,8e3b10ae63d98c0e32906483fcde71f3751fdb8dd9314786fcd0f2a5,3 out of 10 Course Completed,285 out of 300,5,290,96.67%,,90,100,na,na,95,na,na,na,na,na
274,28ff16c79ac0119392b3f5e4ea81076da8ba0877131c6bb6be47fd81,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
275,bafa7d5a7df52b8c592985cb5532da4eb11f51a953be2335c93ea64b,10 out of 10 Course Completed,925 out of 1000,30,955,95.50%,platinum,70,100,85,95,85,100,95,100,95,100
276,491ce1f2bc59b66391f61ddf09ab14ca18a4aca160f53a3e0209f3be,10 out of 10 Course Completed,945 out of 1000,20,965,96.50%,platinum,90,95,90,100,90,100,100,90,90,100
277,d3cc65a822537dce9a27753bbc54e2c439a2c77b61a7fd3dc2be7fda,10 out of 10 Course Completed,775 out of 1000,0,775,77.50%,gold,70,40,80,75,80,90,80,100,75,85
278,79ee055891e55b8338f00564821177db8aa0f5794ceb3500bd13ab23,10 out of 10 Course Completed,745 out of 1000,10,755,75.50%,,60,60,90,55,70,75,80,90,85,80
279,f686f2ffb5b0110e594f0ea3ed80e1bc66dca777839c9aa1aafa2308,10 out of 10 Course Completed,920 out of 1000,40,960,96.00%,platinum,90,95,90,85,80,95,95,100,95,95
280,7e4a300092e3fbe986ef9b6164e35c1d15d5c2d82214e7ca489788e6,10 out of 10 Course Completed,940 out of 1000,40,980,98.00%,platinum,80,95,100,90,85,100,100,95,95,100
281,0884e9655854c3970bbd42036105001d4307ce43fbc1e579598154da,10 out of 10 Course Completed,680 out of 1000,0,680,68.00%,,55,70,55,60,80,75,80,90,60,55
282,92a6df1ad7dec44ded845be8207793ae243aa106d3c1082debefe264,8 out of 10 Course Completed,470 out of 800,0,470,58.75%,,60,na,65,na,45,60,55,65,65,55
283,84f0f76917efce78274ad5d25ec3f21d962127e3d140d417640942c8,10 out of 10 Course Completed,660 out of 1000,0,660,66.00%,silver,75,60,50,70,55,85,50,80,65,70
284,2c43f99329d4647650334fd10b1cd94f8e96af4e03fc660e95a8e8b0,10 out of 10 Course Completed,930 out of 1000,0,930,93.00%,platinum,90,90,90,85,95,100,90,95,95,100
285,05b3af4ec5374e213e3589a407603d77d7550b89b6fe0d447f3c61c6,10 out of 10 Course Completed,915 out of 1000,10,925,92.50%,platinum,85,90,70,95,100,100,95,90,90,100
286,af0abf23bbad031c67aa8084b71ebbf9e3fcdb76e1834242565ef4d3,8 out of 10 Course Completed,545 out of 800,0,545,68.13%,,65,80,70,70,60,90,na,na,85,25
287,e982789292b035e020d21bcd90185e7ebcf65490763e29e45ce56f40,10 out of 10 Course Completed,825 out of 1000,10,835,83.50%,gold,75,85,80,80,75,75,75,90,90,100
288,d43e233dc57af55ed4ff7b2d3d1c9600212e36bd2d4c23bb766f97ea,10 out of 10 Course Completed,895 out of 1000,25,920,92.00%,platinum,95,95,85,85,80,90,90,100,90,85
289,15afbc32f69286d2f595d44b822ae4f1a527124e11b989abd035ecf2,10 out of 10 Course Completed,815 out of 1000,5,820,82.00%,,60,70,80,60,70,95,95,95,90,100
290,01daee0d0f7fffcf423ddf5fc8b03932949c2f53ceb48905e9f31013,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
291,a40d3bfdd520a4a54e4ea22a4b1569ee904ef4772f7c4ea9dbd78cb4,10 out of 10 Course Completed,735 out of 1000,10,745,74.50%,silver,70,75,55,75,60,80,95,90,55,80
292,06d7ec3bc005f2f8503349b5ce2f54be0e7e849c263d2584d95dcfdb,10 out of 10 Course Completed,880 out of 1000,30,910,91.00%,platinum,65,95,80,85,90,100,90,100,85,90
293,42865dc0e5823b4b7982d3eb8e439f03064a94505cd26b1914f9224c,10 out of 10 Course Completed,860 out of 1000,0,860,86.00%,gold,70,90,80,80,80,100,85,95,95,85
294,e9b792dda0eb5176d655753f7c2756a61ec19f9fa0d716aca6cf33b8,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
295,40f023923f26788a1894c1891672b3c87662bd54fccdf9fa0d369e62,10 out of 10 Course Completed,870 out of 1000,35,905,90.50%,,65,100,90,95,60,90,95,90,85,100
296,327d5d668ebc135c3d9f33c78cf8dc18e910a61669101e48c9b56c70,10 out of 10 Course Completed,910 out of 1000,35,945,94.50%,platinum,85,90,95,90,90,95,85,95,95,90
297,1320b42db10dc306098defcb510d25212291b892f89b2e37ee9af002,10 out of 10 Course Completed,835 out of 1000,15,850,85.00%,,85,80,75,95,75,90,95,90,70,80
298,54a545676c7198d6e8e36bbab8787285207773ae4fbde5b164a8ae64,10 out of 10 Course Completed,760 out of 1000,5,765,76.50%,,80,70,75,85,60,80,95,75,75,65
299,07e07f7f412889d0b44b95ed47cf18aff1eca5ff8cf42304762b15fa,10 out of 10 Course Completed,860 out of 1000,15,875,87.50%,gold,70,85,90,90,85,80,95,85,90,90
