S.No. ,Email,Curriculum Progress,Quiz Score, Bonus Points, Total Score, % Score, badge,3123,3126,3136,3137,3138,3140,3141,3142,3143,3144
300,b62f7c0e2a0da522179eeb64bc59cb1e58b6571291d944a20ec5782f,10 out of 10 Course Completed,915 out of 1000,15,930,93.00%,platinum,80,95,90,95,75,100,100,100,95,85
301,9bb09a90c49cab2949e7315fe2d95216f8a1aa5267012ac49d89f0fd,10 out of 10 Course Completed,855 out of 1000,20,875,87.50%,gold,65,95,85,90,75,85,85,100,85,90
302,e33ca6ab623f42c93927831930f58848a53096cc9f145623789ad4dd,10 out of 10 Course Completed,530 out of 1000,0,530,53.00%,,60,70,65,50,40,55,35,50,50,55
303,f4adb9b9bcb8c4fee1738628e738f6c2571a85ccfa26104459645b37,10 out of 10 Course Completed,915 out of 1000,5,920,92.00%,platinum,85,95,85,95,85,100,95,95,90,90
304,fa56e269c9978b0ccac327d3c964071bfab841557b975be8bfc14cd0,10 out of 10 Course Completed,905 out of 1000,30,935,93.50%,platinum,75,95,95,95,80,90,90,95,95,95
305,ba82806828c701a9b6b5065953e085c65abc0414222b557ace394ec0,10 out of 10 Course Completed,845 out of 1000,25,870,87.00%,,90,65,75,70,90,95,100,95,75,90
306,3fb334765af388010ed58783ffd28588a441702e36ad4be9839814dc,10 out of 10 Course Completed,880 out of 1000,25,905,90.50%,platinum,80,75,75,90,70,100,100,100,95,95
307,cb014d5af3b024f9df673b8beec6e6c3674fc478c97f225e0ca1eb0b,10 out of 10 Course Completed,845 out of 1000,15,860,86.00%,gold,70,80,80,90,85,100,90,85,85,80
308,30391bf7f19af66e0811a536fc8a56947e214aa61e5da1cdcf749713,10 out of 10 Course Completed,865 out of 1000,5,870,87.00%,gold,80,80,85,80,85,100,80,95,90,90
309,a860a12552f1445b05c8b5dcacaa624d69e1cdf102fa0d00c54125da,10 out of 10 Course Completed,820 out of 1000,5,825,82.50%,gold,75,70,80,75,80,90,90,95,85,80
310,41d1ac33ef68c6ae4ae562123de32911495fa64a8a568dfc153df0c7,10 out of 10 Course Completed,835 out of 1000,0,835,83.50%,,80,100,80,80,75,90,85,95,80,70
311,aa5ebeb9d36d3700b7d9eeddca84eed3a9595d7ff5c6d015a0f10d6e,10 out of 10 Course Completed,780 out of 1000,5,785,78.50%,gold,80,75,80,80,70,90,70,85,80,70
312,0850491464d08331274a21e80b5b7b2108f034fd4e6c75afc52f51f0,10 out of 10 Course Completed,745 out of 1000,0,745,74.50%,silver,60,80,65,80,70,80,85,70,75,80
313,99bd13de66f90b16278e1903d464e1db1c061c146603b16e4c359316,10 out of 10 Course Completed,950 out of 1000,45,995,99.50%,platinum,80,95,95,95,95,100,100,95,95,100
314,3eccd75380fe44ddf61934644e553c496e46e9b2e4f1f8489b4fac22,10 out of 10 Course Completed,845 out of 1000,5,850,85.00%,gold,65,90,90,85,65,90,90,95,90,85
315,6555065b42eb0f0b9f767ff78038aac1b2a0390113c5397dbb18f04c,10 out of 10 Course Completed,900 out of 1000,30,930,93.00%,,90,90,85,85,75,100,90,100,95,90
316,ce52dfe2e79d92c182b13cff9cb5b9ad0090bb5150f5adf87ed43009,10 out of 10 Course Completed,880 out of 1000,30,910,91.00%,platinum,85,90,75,80,90,100,85,90,95,90
317,f16807b3d25a19b439737fe49d2ec8d14cb1844a21a921554254ef29,10 out of 10 Course Completed,800 out of 1000,5,805,80.50%,,70,85,80,85,35,80,90,90,95,90
318,0ec567398c46be136ea1ec4a5a784f4e47dde3f28e94929e1332bdc0,10 out of 10 Course Completed,815 out of 1000,15,830,83.00%,,75,80,80,75,65,100,95,85,70,90
319,890c3b562d4c3c4239945abc84e9b256ba9b318755712ea40e1d5763,10 out of 10 Course Completed,895 out of 1000,0,895,89.50%,gold,80,85,90,95,95,80,95,95,85,95
320,47a25bcf0e6c12e6376e4beca3518f37db9e0717540fd17875c2ce7d,10 out of 10 Course Completed,915 out of 1000,10,925,92.50%,platinum,75,95,90,95,90,100,95,85,95,95
321,50e2726187710b85444baacac23fe15b1070d96ad1c2b072d5948d28,5 out of 10 Course Completed,310 out of 500,0,310,62.00%,,na,65,na,na,35,70,na,95,45,na
322,b3bad6c74bdc2f4feaac2ebe88e472659e688079791d90040126f7e9,10 out of 10 Course Completed,900 out of 1000,30,930,93.00%,,80,85,85,90,85,100,95,90,95,95
323,e5bd70da71d370a18594c1fd9c3d858edc3f38bda27beb4e7216ec2a,10 out of 10 Course Completed,595 out of 1000,0,595,59.50%,,40,65,55,70,75,70,50,80,45,45
324,37acb0f5631afbec074a64fe51deb9e8ec80d7e581934582bb4010f4,10 out of 10 Course Completed,920 out of 1000,25,945,94.50%,platinum,95,90,90,90,85,90,95,90,95,100
325,1ca3da380f48c72a811acb042985f3c350eca3454d4087b36aeb9123,10 out of 10 Course Completed,575 out of 700,25,600,85.71%,silver,75,60,95,90,80,100,95,75,85,90
326,3689631ee417b449ec9e72218b32af1c83a2e4936531fd8397746ff3,10 out of 10 Course Completed,925 out of 1000,25,950,95.00%,platinum,85,100,90,90,80,100,95,95,95,95
327,936d69e7cc95a068d11271ddd4fbeafcba036f8d3c869edf9657c771,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
328,61b6394526a9e471c97dcc88314c57172fccfbb0fa99badbd47243c8,10 out of 10 Course Completed,885 out of 1000,25,910,91.00%,platinum,80,95,85,80,80,100,90,100,90,85
329,bc56d3fdc81729f32999b265ad9eb9bfd09c4fcd005d1ba167fd6c13,10 out of 10 Course Completed,835 out of 1000,5,840,84.00%,gold,80,100,85,90,65,85,90,100,70,70
330,ca8f6141ee7be67d14bd0a96621af27c7878eaeb05e95a360503f872,10 out of 10 Course Completed,505 out of 600,35,540,90.00%,,60,95,95,95,70,95,95,85,95,90
331,6cb9b457e467d8e7a7ba0408648c4676a68dda1b2c66d469004cec7e,10 out of 10 Course Completed,895 out of 1000,10,905,90.50%,platinum,80,90,90,90,100,95,100,85,90,75
332,cb9d711bb75ad33751fe05576d8c6caf1cd75f5afa78b64e9f3e0e0a,10 out of 10 Course Completed,895 out of 1000,25,920,92.00%,platinum,75,90,85,90,80,95,90,95,95,100
333,20594590b9cde9c88f7f6f4792fbefae917429653557e45c80d2dc7d,10 out of 10 Course Completed,860 out of 1000,5,865,86.50%,gold,90,75,90,95,80,90,85,70,95,90
334,663e9fc9f324bec833c400620d9f65e3e332dcb4851177367f467386,10 out of 10 Course Completed,950 out of 1000,40,990,99.00%,,90,100,90,100,90,100,95,95,95,95
335,60cd3c98c7b9d2d2d4db1ed80172b2b6716d3ecca20894ca0d566c0b,10 out of 10 Course Completed,860 out of 1000,0,860,86.00%,gold,80,80,85,80,90,85,90,100,85,85
336,f46af2b06f0924264e6fd53d96d4a05da85ea5e0d74fee2642b2d41f,10 out of 10 Course Completed,735 out of 1000,10,745,74.50%,,50,60,70,65,55,75,100,80,90,90
337,424686a0ee37dcf3bcf61edf2d2dc3dd2e0c23631843d1aa85825645,10 out of 10 Course Completed,825 out of 1000,20,845,84.50%,,65,70,90,85,75,100,90,95,70,85
338,c350da0f3538b4d78e5b7497ac03ed545059758ad1b3c51a3849eaa6,10 out of 10 Course Completed,865 out of 1000,5,870,87.00%,gold,80,80,85,90,70,95,90,95,95,85
339,ebb9cd5ecb182641143bd00178d9114a92e74585e3665612d627ad9f,10 out of 10 Course Completed,945 out of 1000,30,975,97.50%,platinum,85,95,95,100,90,95,95,100,95,95
340,929530fdea7a6dcb06422127cc420f890aede3f9bc27e8890aba67a8,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
341,c9799188442fcc202b46b317cd340e351c4ccdd5d5d465b81e8faa44,10 out of 10 Course Completed,895 out of 1000,25,920,92.00%,platinum,85,95,95,85,85,95,100,90,95,70
342,a5bd65419e1b4ae3e2be5c9f6d7bc732b48523c21a9d0c2dd88cd1b4,10 out of 10 Course Completed,865 out of 1000,0,865,86.50%,gold,75,85,90,85,90,95,85,95,75,90
343,fa28b94c8a969d219e8d5c461bcc079e98c9bc2c3ec7afd2aeba59e6,10 out of 10 Course Completed,795 out of 1000,5,800,80.00%,gold,70,85,75,80,70,85,80,95,80,75
344,8b6c932d12e0bd51c56fd61b4def294de6dc7428baa505da9a864b61,10 out of 10 Course Completed,900 out of 1000,0,900,90.00%,platinum,80,90,100,95,80,100,65,100,90,100
345,6638f392b33b0140a78308b9fdc34516ed2ff1511d7f267c09ecd850,10 out of 10 Course Completed,960 out of 1000,0,960,96.00%,platinum,85,100,95,100,90,100,100,95,95,100
346,31515cdcb6523a23a28d59f33f25876121008cff6e590bd0524f7d5f,10 out of 10 Course Completed,935 out of 1000,45,980,98.00%,platinum,90,95,95,95,85,100,100,90,95,90
347,65da229ee96a8980089abb958f94a691134643cd1162338b982d72ea,10 out of 10 Course Completed,870 out of 1000,15,885,88.50%,gold,85,85,85,95,80,95,85,90,95,75
348,0ff869c7605f6287fa5a4a5a3849965c3fc3d9430cdfc2a0f2f2d2da,10 out of 10 Course Completed,890 out of 1000,20,910,91.00%,platinum,90,100,90,90,75,95,90,95,90,75
349,11d237a6a0fd426be2ed8e45862dc7f461d69d7e4091b76a805578d3,10 out of 10 Course Completed,795 out of 1000,10,805,80.50%,,65,80,65,90,80,90,85,85,75,80
350,f2fa87a20578d87587bb556cdcb96726784084751c365a074dfc23b9,10 out of 10 Course Completed,885 out of 1000,10,895,89.50%,gold,80,90,90,85,85,90,85,95,85,100
351,777418a96736a47bc9361816ee566937fef0ba59559a8227222b7d50,10 out of 10 Course Completed,870 out of 1000,0,870,87.00%,gold,70,80,90,90,70,85,90,100,95,100
352,ebb09afdfc145b72df19455946631d7562f8760404054bb94615b853,10 out of 10 Course Completed,805 out of 1000,15,820,82.00%,,60,70,95,90,65,90,95,75,80,85
353,a8a5d12d22b28935b2c567f8697497f3e5f94b910aecec7f07ead716,7 out of 10 Course Completed,560 out of 700,5,565,80.71%,,55,85,90,85,80,na,90,na,75,na
354,b50e40bad8be9b5ec5c30aea0dc7096338c4e1c55bd3a471bbdd4bf0,10 out of 10 Course Completed,850 out of 1000,0,850,85.00%,gold,75,95,85,85,80,85,85,95,75,90
355,7d6fbfdad6ef7b37b1c7337c14ddea83c75ac8d4371d282a3deafc97,10 out of 10 Course Completed,735 out of 1000,0,735,73.50%,silver,70,85,75,55,65,85,85,75,65,75
356,b0626f3db03f327e6c3e3b6a05d4be04d1c67ed7f75247c7ef97de8f,10 out of 10 Course Completed,885 out of 1000,15,900,90.00%,platinum,70,85,85,85,85,90,95,95,95,100
357,6b3b29e07d92729706f7705aed8c4fb0e5cda9fbc812a36633b7ade8,7 out of 10 Course Completed,0 out of 100,0,0,0.00%,na,0,na,0,35,45,0,na,20,35,na
358,1739b4e09538cfed6549ec7030c7c18d5496a542bb2b49c87c8628c5,10 out of 10 Course Completed,845 out of 1000,25,870,87.00%,gold,85,90,85,85,50,95,90,90,85,90
359,ab25ca234825dbb2d1d9c0fbeee9fb1acc534ce0b615cbd14dfb5713,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
360,858d541a3e97027ed6b7a8dae9c10bc2220b6185bf746b1735298c2a,10 out of 10 Course Completed,900 out of 1000,25,925,92.50%,platinum,80,85,90,100,80,100,95,100,85,85
361,487b27bc82ec2621f7f6dcab874036d88c43d06e9714026b843b09c9,10 out of 10 Course Completed,895 out of 1000,10,905,90.50%,platinum,80,90,90,95,75,100,85,100,90,90
362,bfa905f19f199d0b3395fb84094098a9e5812f2ea1b3fe287e189c91,10 out of 10 Course Completed,915 out of 1000,30,945,94.50%,platinum,85,90,95,95,65,100,95,100,95,95
363,32b998aecf4419ca73a5f54d9f8fa46a24bded1b2ce19bb234eac505,10 out of 10 Course Completed,900 out of 1000,30,930,93.00%,platinum,85,95,85,85,95,90,90,90,90,95
364,ab3c16244477ef2c9c74ebb108911d3df8a0d7c0a15e48376b7c14d7,10 out of 10 Course Completed,660 out of 1000,0,660,66.00%,silver,75,50,55,80,70,85,65,75,70,35
365,aab8f7f0168667b441f5d833561269db24739b064e855dafa66e074a,10 out of 10 Course Completed,820 out of 1000,0,820,82.00%,gold,75,85,85,75,75,95,75,95,90,70
366,dd02a14c6794a69c35e25cf9525f32e42cbdee0b101521a673202df6,10 out of 10 Course Completed,75 out of 1000,0,75,7.50%,,0,0,0,0,75,0,0,0,0,0
367,168e9ec4691a9333da088d565a33ae8ee8ed8c528ef63a025439cb7d,10 out of 10 Course Completed,845 out of 1000,20,865,86.50%,gold,60,90,90,85,65,95,90,90,95,85
368,524acde9c09fd3b971c28b04705811dc3f8422aac70ebbe8355aafca,10 out of 10 Course Completed,825 out of 1000,15,840,84.00%,gold,95,75,80,70,75,85,90,85,80,90
369,42284dee8bae392396c9631cb9399b6c21048635b261da8970b2ee0b,3 out of 10 Course Completed,215 out of 300,0,215,71.67%,,na,na,75,na,70,na,na,na,na,70
370,f63699e262ad5f63a262315aabb94948a79c4d1af8373f0ce2f135af,10 out of 10 Course Completed,785 out of 1000,5,790,79.00%,gold,75,80,95,90,70,90,80,65,80,60
371,d2e59e3b2ab71445ae5b697442f82f3e8302c271139494418b2f8b22,10 out of 10 Course Completed,850 out of 1000,10,860,86.00%,,60,80,85,80,80,100,95,95,80,95
372,3843d666ab060d8d2b1f4a721c73a15742af440f49bb7d20010d1b49,10 out of 10 Course Completed,885 out of 1000,0,885,88.50%,gold,70,95,85,85,80,95,95,100,95,85
373,84464992fa4c5c2cda634441db942d0853e100aac3cfa081a0cb0293,10 out of 10 Course Completed,885 out of 1000,0,885,88.50%,gold,80,85,90,90,85,95,95,85,85,95
374,cb36cfb81a51a31078fbed79b72f2736b9e7b8ff79ced697d87ddc3c,10 out of 10 Course Completed,820 out of 1000,5,825,82.50%,,65,80,80,85,80,95,85,90,80,80
375,8e350c0e516b46d2db2c17adc89d7e56e7da1fec50ed00b4e1683d21,10 out of 10 Course Completed,750 out of 1000,0,750,75.00%,gold,75,60,85,60,70,75,85,90,85,65
376,dc636a296fee2890ab5bb8a40d3fe054403a45c16fb3cc030eb930b2,10 out of 10 Course Completed,815 out of 1000,0,815,81.50%,gold,80,70,70,90,75,90,95,85,80,80
377,9a2ea2642e083a24570e940a6b486dccd38045beb3d627d66c831c77,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
378,94918b7fdeb570b1debac8af51e636e7cd26e508a8e7ec992f321110,10 out of 10 Course Completed,915 out of 1000,30,945,94.50%,,85,100,85,90,75,100,95,95,95,95
379,013a0f267b1a71127211d5ea46f95f1bb3083d42b22a2d9e490239c6,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
380,d55e0bb7b8b29ce3927a1c3d54cab9d7854abe9a1481463722dc3a47,10 out of 10 Course Completed,900 out of 1000,20,920,92.00%,,75,90,80,90,90,100,90,95,95,95
381,100931ee72bb01fdb89ea87ce0e3ee99916acb20d0293282357c5485,10 out of 10 Course Completed,925 out of 1000,25,950,95.00%,platinum,80,90,100,100,90,95,95,95,95,85
382,34d61c2463ad182d8e99563b6833e5585d159916f1d7847077dcb31b,10 out of 10 Course Completed,780 out of 1000,0,780,78.00%,gold,70,75,60,70,60,100,85,80,95,85
383,46481cf0dbe862bc959ffa36e057f4fffb3e25bb0f60bf3e4cb093a7,10 out of 10 Course Completed,845 out of 1000,15,860,86.00%,,70,85,90,85,70,85,80,100,85,95
384,c1178d2f2f98e181a343ca0fba42a0cb4680147eb04302a00431994c,10 out of 10 Course Completed,870 out of 1000,20,890,89.00%,gold,75,95,90,85,75,100,95,90,80,85
385,591fd2282e6229dc8ad054a56ada1b0497c9d8df818c02e9adeabce1,10 out of 10 Course Completed,900 out of 1000,30,930,93.00%,platinum,85,85,90,90,75,95,90,100,95,95
386,6a535f0c6db86b27a7cc45f76de80ea905208f1633126fce143115c9,10 out of 10 Course Completed,925 out of 1000,30,955,95.50%,platinum,85,80,100,95,80,100,95,100,95,95
387,70b9e4f3b4ed27f0cdfdda8e3449202b919048400b2017ecaff0cc97,6 out of 10 Course Completed,490 out of 600,5,495,82.50%,,80,na,80,na,75,90,85,na,na,80
388,239114a3d64ac8851a7e8e94c761eef8fdfb2893da09e6fc3def7e97,10 out of 10 Course Completed,775 out of 1000,10,785,78.50%,gold,80,60,85,70,70,90,90,85,75,70
389,1101840b9ac49777c741e67f0f1a110651df1d50b8c3fe75e7e09c04,10 out of 10 Course Completed,785 out of 1000,5,790,79.00%,gold,60,85,70,70,75,100,80,90,70,85
390,1bc8901072fcaa3d79112c9cd02e637d61e867f42cd6cf36fb668e87,10 out of 10 Course Completed,895 out of 1000,20,915,91.50%,,85,95,95,80,100,95,80,90,85,90
391,1c7892c1a5a82163c919677724ab7240642d6284f675234a3eded68b,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
392,6f4195ce5186a41ed56b793df5fca2d3908172e7ac0847c7531624f2,10 out of 10 Course Completed,895 out of 1000,25,920,92.00%,platinum,90,90,95,75,80,95,100,100,90,80
393,16fb557f34a52d8bdcaa5d7f21a88df91dc3e909c345a5e6862c6e73,10 out of 10 Course Completed,915 out of 1000,30,945,94.50%,platinum,95,90,90,95,80,90,90,100,95,90
394,c81cfb8dd2a2cd5182f79125b9f3833e1a78b701ade50ae582175e7a,10 out of 10 Course Completed,865 out of 1000,5,870,87.00%,gold,65,90,90,80,85,100,100,90,90,75
395,2f33b4515cbca6fabfd67a503bafdaa965f1d965ff791ac346cb73fe,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
396,d49c06e646d4948fd695b521791c68d042ff5902a367bee79ef7fa7f,10 out of 10 Course Completed,850 out of 1000,0,850,85.00%,gold,75,85,80,70,80,95,95,80,90,100
397,36f89812f4f3d349b360fa1e434df7675f6a77bff84c4a85e4636cdd,1 out of 10 Course Completed,85 out of 100,0,85,85.00%,,na,na,85,na,na,na,na,na,na,na
398,c2b7d77bc2b8105481b853e8bf47e62d2445c3049ebe1d036a37e0fb,10 out of 10 Course Completed,885 out of 1000,30,915,91.50%,platinum,85,90,90,90,85,95,90,90,85,85
399,6f07cd4abe2fe6ed272d19e4c09850e1fce047ca4276c2130f935576,10 out of 10 Course Completed,855 out of 1000,15,870,87.00%,gold,70,80,85,100,85,90,85,90,80,90
400,e7ad1a5b858a9724d9c74dce95698c84aa8e910397e87c50a6f90614,10 out of 10 Course Completed,755 out of 1000,5,760,76.00%,gold,80,65,90,75,80,85,45,70,75,90
401,1533f92fa511de27d3011dda6dae557a5a04f02a26a02ca2869bd35d,10 out of 10 Course Completed,915 out of 1000,0,915,91.50%,platinum,85,100,80,95,85,95,90,95,90,100
402,88ce6d74d9396f9a1d83ef5e7875527319a3ce7359d8602a4bbe8514,10 out of 10 Course Completed,795 out of 1000,0,795,79.50%,,70,75,75,80,75,80,80,85,85,90
403,19e32e0397322dbad0250f365ef188424867142f70b8920aefb453b6,10 out of 10 Course Completed,885 out of 1000,15,900,90.00%,platinum,90,80,85,90,80,100,85,95,85,95
404,de199ea2fd6e88612956d20187c56de6346696248df3a84011d7364f,10 out of 10 Course Completed,910 out of 1000,5,915,91.50%,platinum,90,85,90,95,95,75,100,90,95,95
405,06e63373abbdfa576410d180bb060daaadf40ad698d3954d52968da1,10 out of 10 Course Completed,840 out of 1000,10,850,85.00%,gold,75,75,90,80,70,90,100,90,75,95
406,de16db4c5a37d0c0ddadebd89f8e9ae66b24a79568cfb65501a0ac43,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
407,ec5a4e174308167ca346ed81877d065ccf38da450aafaf8594f38a99,10 out of 10 Course Completed,905 out of 1000,40,945,94.50%,platinum,75,95,100,90,85,95,90,90,95,90
408,9498f9b3591eb9e21220d6b6cef922fce2485ee95f629acc8215e8fd,1 out of 10 Course Completed,0 out of 100,0,0,0.00%,,0,na,na,na,na,na,na,na,na,na
409,ccea8450ddc819b9e8e218982e344e7a540acfbe845c8a2dadbb46a0,10 out of 10 Course Completed,850 out of 1000,15,865,86.50%,gold,75,85,85,85,75,95,85,90,85,90
410,c50d9922d9c12e8a1684b5cb76fb99cbe61355d2a5e3e186783eff7e,10 out of 10 Course Completed,860 out of 1000,5,865,86.50%,gold,95,85,80,90,80,100,80,90,90,70
411,38769cc73e6cff12e73b905e317b66287a54d2118b1441b207380348,10 out of 10 Course Completed,825 out of 1000,15,840,84.00%,,75,75,90,75,70,95,80,90,90,85
412,12e0cbf9e4bcdda88a9dd30ffba21920b1f9e4d9d8b328c0a7a992db,10 out of 10 Course Completed,945 out of 1000,20,965,96.50%,platinum,90,90,100,100,90,100,95,95,95,90
413,ef71926efdab13949a0cf6b384f71f40845b523ea24a5ad6fa5784dc,10 out of 10 Course Completed,885 out of 1000,15,900,90.00%,platinum,75,65,95,95,75,95,95,100,95,95
414,92ffdc4b26ee251a4a853939c63c8459c6e84e93b7a5b7f7d4add792,9 out of 10 Course Completed,690 out of 900,5,695,77.22%,,65,85,na,60,70,80,80,95,80,75
415,7e1ab041c1692484a8c6912d4406ff06b2d97302d555eec58e8eb652,10 out of 10 Course Completed,915 out of 1000,20,935,93.50%,platinum,80,95,95,80,95,100,95,95,90,90
416,3e4b6146b383250ddf69c21caa58d5a008058d7fd761837aba1f9d44,10 out of 10 Course Completed,875 out of 1000,20,895,89.50%,gold,85,75,95,90,85,90,90,100,85,80
417,73471769d3137400c1de06671e503980ac7c6549e4e47844794caa94,10 out of 10 Course Completed,895 out of 1000,30,925,92.50%,platinum,75,90,90,100,85,100,90,100,80,85
418,6d48bc7d346c0d1020d56d0c6ba9abe19d89071f8e17c3607b784a62,10 out of 10 Course Completed,890 out of 1000,10,900,90.00%,platinum,75,85,90,95,80,100,95,90,90,90
419,5f78b2cb9a8f364a0f207fd46580e11f4947e1bb618e33e499048c33,10 out of 10 Course Completed,910 out of 1000,40,950,95.00%,platinum,85,95,90,90,95,90,90,95,90,90
420,37d3508eb9c71faa4964913acdb5fcbb89100ae90228282a2654824f,10 out of 10 Course Completed,815 out of 1000,0,815,81.50%,gold,80,90,80,85,70,80,80,95,85,70
421,19ddd9e7d16f84f6da0d476958e318eee72ef45d3d366648cb679fcd,10 out of 10 Course Completed,860 out of 1000,25,885,88.50%,,75,95,90,80,70,100,85,95,75,95
422,3f286105a0793518ecda57d00765b4fafe90b20105ae57e79b0b5cc0,10 out of 10 Course Completed,835 out of 1000,20,855,85.50%,gold,75,80,80,95,75,95,95,85,65,90
423,fa5c7471ca2546be23541b32190db43cd4d1f03f489f931d01a448df,10 out of 10 Course Completed,820 out of 1000,10,830,83.00%,,75,90,70,85,85,95,90,75,80,75
424,6c25cc5a9f6cbbbff491719351c8c6f3379aa473e290cd74eaff438e,10 out of 10 Course Completed,895 out of 1000,20,915,91.50%,platinum,85,85,90,90,80,100,95,95,85,90
425,218f5bdb9a70cca1dd46959618228dd22f4f868b738b86c82be5a501,10 out of 10 Course Completed,845 out of 1000,20,865,86.50%,gold,95,75,90,85,55,95,90,90,80,90
426,78c7da01e272478a848767ebd9e2cb9cc4c04259e50e5488b0d9a86f,10 out of 10 Course Completed,820 out of 1000,20,840,84.00%,,70,85,50,90,50,100,95,100,95,85
427,19af81cdec3b3e4d2c9f1a1598df9aa7007103a2da310d5a49a498e8,10 out of 10 Course Completed,935 out of 1000,0,935,93.50%,platinum,75,95,95,100,85,100,100,90,95,100
428,5966ab8067513109e1bfc1ecb542ab09c9922131569135cadb94c67e,10 out of 10 Course Completed,925 out of 1000,20,945,94.50%,platinum,75,95,95,95,90,100,85,100,95,95
429,cf80b025847fa7df52e3df8857249e52086c7dc08e55efdcd842915d,4 out of 10 Course Completed,315 out of 400,5,320,80.00%,,70,na,na,na,70,na,na,na,85,90
430,4e9a1a3512283f995c003ba7bbfb4ff548fcac778a59ffca6b456141,10 out of 10 Course Completed,905 out of 1000,40,945,94.50%,platinum,80,90,100,100,80,95,90,90,90,90
431,c6b4729dfd1a052908fdda389c8ddf8bf2b9aeed1ccb87280ebbcef7,8 out of 10 Course Completed,650 out of 800,5,655,81.88%,,85,70,75,na,75,90,85,na,95,75
432,35f9ba9d4f8912436f7acd94ed4ae294b275a191b250f08c9b3aaac2,10 out of 10 Course Completed,870 out of 1000,0,870,87.00%,gold,85,85,95,75,80,95,95,90,90,80
433,9fdbed3f2dc119acba525c7827b24ffa5dc97c2aef5eda09f182a659,10 out of 10 Course Completed,815 out of 1000,0,815,81.50%,gold,65,80,80,95,65,80,90,100,80,80
434,98896192625e2da06df3b08c2ea3f05ea991ed61f181a11b904c4d07,10 out of 10 Course Completed,805 out of 1000,5,810,81.00%,,70,75,75,80,85,100,60,85,80,95
435,ae912131420ae9ec71e9610ee563d7cdaae37ff75766a1014548ef20,10 out of 10 Course Completed,835 out of 1000,5,840,84.00%,gold,65,95,85,80,80,90,80,95,85,80
436,e2d3e79e6d598e2851d0b9e2d34d6ee9febf36dbd4344fda5724ef52,10 out of 10 Course Completed,565 out of 1000,0,565,56.50%,,60,70,30,60,40,85,75,45,25,75
437,ec22b16046757fad25f88bfcbe77b9013eae6820c7eb66d955ff6a90,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
438,afb83dd075eb2af009615efccb381dace6813309fe0c30116b94387b,10 out of 10 Course Completed,890 out of 1000,35,925,92.50%,platinum,75,95,100,95,75,100,95,90,75,90
439,7a3efd86e956fca9985b69d5e9eb748c32346ff56a03eb97945d4224,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
440,0e1b0f791fb83dee1b01a2ff07f5f6ea5850c1c5da2d32756f27722f,10 out of 10 Course Completed,815 out of 1000,10,825,82.50%,gold,85,80,90,85,80,65,70,90,95,75
441,6be523a02fe846dd40ff4641f434e2705b2e2bb547b6f5fc84c434e0,10 out of 10 Course Completed,580 out of 1000,0,580,58.00%,na,80,65,40,55,60,65,80,25,65,45
442,616ad836e293b0021814b7a269ee694b4e049cededf4f998cc1fceb0,10 out of 10 Course Completed,775 out of 1000,0,775,77.50%,gold,75,80,80,75,90,75,65,80,80,75
443,a0a9ddb2d00a6ddb68d432a24e1022c54ce5da5d156c3aaba0c00a69,10 out of 10 Course Completed,775 out of 1000,5,780,78.00%,,75,70,70,75,70,80,85,90,80,80
444,05aebde7a1177ce1e302f8c45bc4111bf39b1f9386618546b8ebefd6,10 out of 10 Course Completed,755 out of 1000,15,770,77.00%,,25,95,65,90,70,100,50,85,85,90
445,64e77250597d8c5073b11a1d6dab9d4b5ff5a1fe65891af6c30406f9,10 out of 10 Course Completed,880 out of 1000,30,910,91.00%,platinum,75,90,90,90,80,85,95,100,90,85
446,d07d93385320e1141f431d16e5a0b77f518b4ff81a6a7dbab834b932,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
447,a7fcfd65143c57bbb9060b9da9ecec09e56607b3b34b39e400afdb7b,10 out of 10 Course Completed,920 out of 1000,45,965,96.50%,platinum,80,95,95,95,90,90,95,90,95,95
448,170170a54f3b2847a9a7641f2a1bc6a315a57fae3e03e92510c37815,10 out of 10 Course Completed,895 out of 1000,25,920,92.00%,,85,85,80,80,95,100,100,95,80,95
449,c945842e857cb0dea4d5eef3daba68a574e4f35002f874173883f95e,0 out of 10 Course Completed,0 out of 0,0,0,0.00%,na,na,na,na,na,na,na,na,na,na,na
